input_domain,final_url,reg_domain,score,bucket,confidence,pages_fetched,success_rate,sitemap_found,blocked_or_captcha,adsense_pub_ids,gtm_ids,ga_ids,reasons
louisem.com,http://louisem.com/,louisem.com,62,Need more evidence,0.3,0,0.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
bmw-driver.net,http://bmw-driver.net/,bmw-driver.net,62,Need more evidence,0.3,0,0.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
robinsoncrusoeinlevels.com,http://robinsoncrusoeinlevels.com/,robinsoncrusoeinlevels.com,62,Need more evidence,0.3,0,0.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
365skysport.com,http://365skysport.com/,365skysport.com,62,Need more evidence,0.3,0,0.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found
mexicanplease.com,https://www.mexicanplease.com/,mexicanplease.com,63,Need more evidence,0.45,9,1.0,True,True,,,UA-70788361-1,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
countyroad407.com,https://www.countyroad407.com/,countyroad407.com,63,Need more evidence,0.35,4,1.0,True,True,,,UA-92983103-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
dogtrainingadvicetips.com,https://dogtrainingadvicetips.com/,dogtrainingadvicetips.com,63,Need more evidence,0.45,8,1.0,True,True,,,G-BRZ3CCDSSP,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
canonrumors.com,https://www.canonrumors.com/,canonrumors.com,63,Need more evidence,0.35,4,1.0,True,True,,GTM-P4LKRS3Z,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
alices.kitchen,https://alices.kitchen/,alices.kitchen,63,Need more evidence,0.45,9,1.0,True,True,,,G-JEVNP2S1QC,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
tulsaworld.com,https://tulsaworld.com/,tulsaworld.com,64,Need more evidence,0.35,4,1.0,True,True,,GTM-PDQV3N|GTM-TDWDC2,UA-2022655-1|UA-54716522-2,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
golfdistillery.com,https://www.golfdistillery.com/,golfdistillery.com,64,Need more evidence,0.35,4,1.0,True,True,,,UA-59946629-2,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
britishmalayali.co.uk,http://britishmalayali.co.uk/,britishmalayali.co.uk,64,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
bebemamae.com,https://bebemamae.com/,bebemamae.com,64,Need more evidence,0.35,4,1.0,True,True,,,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
wdbo.com,https://www.wdbo.com/unavailable-location/,wdbo.com,64,Need more evidence,0.75,6,1.0,False,False,,GTM-KXX5GGC,,Thin content on sampled pages (low median text length) ; High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
superdeporte.es,https://www.superdeporte.es/,superdeporte.es,64,Need more evidence,0.5,1,1.0,False,False,,,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Interstitial/overlay/dark-pattern keywords detected
radiotimes.com,https://www.radiotimes.com/,radiotimes.com,64,Need more evidence,0.35,4,1.0,True,True,,GTM-K86F9FM,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
travelingcanucks.com,https://travelingcanucks.com/,travelingcanucks.com,64,Need more evidence,0.45,9,1.0,True,True,,,G-XXVYF1RX5L,High template/boilerplate similarity across pages ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected
voxcatch.fr,https://www.voxcatch.fr/,voxcatch.fr,64,Need more evidence,0.45,9,1.0,True,True,pub-6764365394854319,,G-6QPBV2|G-6QPBV2QYCV|G-78FGTC1R9X|UA-21378844-1,Thin content on sampled pages (low median text length) ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
nationalreview.com,https://www.nationalreview.com/,nationalreview.com,64,Need more evidence,0.5,1,1.0,False,False,,GTM-MCWKR6,,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Auto-refresh / ad refresh keywords detected
mermaidsden.com,https://mermaidsden.com/,mermaidsden.com,64,Need more evidence,0.35,4,1.0,True,True,,,G-3GPKLWEVK2|UA-100863263-1,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
futbolete.com,https://futbolete.com/,futbolete.com,64,Need more evidence,0.35,4,1.0,True,True,,,,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
engineerexcel.com,https://engineerexcel.com/,engineerexcel.com,64,Need more evidence,0.35,5,0.625,True,True,,GTM-PJ6K68G,G-5X2C9TMC1W|G-GTBWYV09JY,No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear Contact page found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected ; Auto-refresh / ad refresh keywords detected
namemc.com,https://namemc.com/,namemc.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
mcpedl.com,https://mcpedl.com/,mcpedl.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
zerozero.pt,https://zerozero.pt/,zerozero.pt,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
videocardz.com,https://videocardz.com/,videocardz.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
korrespondent.net,https://korrespondent.net/,korrespondent.net,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
slowcookermeals.com,https://slowcookermeals.com/,slowcookermeals.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
todocanada.ca,https://todocanada.ca/,todocanada.ca,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
indiedb.com,https://indiedb.com/,indiedb.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
methodshop.com,https://methodshop.com/,methodshop.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
sdcexec.com,https://www.sdcexec.com,sdcexec.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
skinnyfitalicious.com,https://skinnyfitalicious.com/,skinnyfitalicious.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
reluctantgourmet.com,https://www.reluctantgourmet.com/,reluctantgourmet.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
windsorite.ca,https://windsorite.ca/,windsorite.ca,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
helis.com,https://helis.com/,helis.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
healmedelicious.com,https://healmedelicious.com/,healmedelicious.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
arabianbusiness.com,https://arabianbusiness.com/,arabianbusiness.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
confessionsofaserialdiyer.com,https://www.confessionsofaserialdiyer.com/,confessionsofaserialdiyer.com,65,Need more evidence,0.6,1,1.0,True,False,,,G-1MV1LEVMS3,Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; Affiliate/arbitrage markers detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Push/notification prompting keywords detected ; Interstitial/overlay/dark-pattern keywords detected
undefiningmotherhood.com,https://undefiningmotherhood.com/,undefiningmotherhood.com,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
theheirloompantry.co,https://theheirloompantry.co/,theheirloompantry.co,65,Need more evidence,0.5,1,1.0,False,False,,,,Homepage template signature appears on 35 domains (near-duplicate cluster) ; Thin content on sampled pages (low median text length) ; No obvious Article/News structured data detected ; No clear About page found ; No clear Contact page found ; No clear Privacy/Terms links found ; Auto-refresh / ad refresh keywords detected
